Invoicing Vendor Number,Vendor,Line ID ,Invoicing Vendor Name,Invoice Line Description,PO Line Description,Extended line amount_1,Extended line amount_2,G/L Account number,Processing Date,Invoice Number,Line Number,PO Number,PO Line,Work Order Number,WO Task,Invoice gross amount_1,Invoice gross amount_2,Date invoice entered,Catalog Item Number,Catalog Item Name,Entity Number,Entity Name,Date and time of last check,Check Number,Check Date
1266,VENDOR 51,4682,VENDOR 51,,LINE 1-ADDT DOLLARS-TRASH HAULING TO LANDFILL,84,USD,PR-935102-62-17-01-7017-000000,9/30/2015,05-00676002,1,A150117,2,,,86.24,USD,9/30/2015,                1000,SERVICES,,,10/2/2015 7:06,42575,10/2/2015
2263,VENDOR 85,4683,VENDOR 85,,LINE 1-TRASH HAULING SERVICE-HQ- ADDT DOLLARS,456.55,USD,PR-935102-62-17-01-7017-000000,12/8/2015,3608824-2534-9,1,A150184,5,,,583.24,USD,12/8/2015,                1000,SERVICES,,,12/11/2015 2:46,43911,12/11/2015
2160,VENDOR 83,4684,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,759,USD,PR-935102-62-17-01-7027-000000,6/23/2015,            33946131,1,A150177,1,,,759,USD,6/23/2015,                1000,SERVICES,,,6/26/2015 5:16,41145,6/26/2015
2160,VENDOR 83,4685,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,759,USD,PR-935102-62-17-01-7027-000000,3/31/2015,            29562642,1,A150177,1,,,759,USD,3/31/2015,                1000,SERVICES,,,4/3/2015 4:09,39967,4/3/2015
12685,VENDOR 209,4686,VENDOR 209,,IRRIGATION REPAIRS,1750,USD,PR-935102-62-17-01-7028-000000,5/31/2016,24462-COMPANY-05,1,A160338,1,,,2037.08,USD,6/2/2016,                1000,SERVICES,,,6/17/2016 4:31,46683,6/17/2016
817,VENDOR 32,4687,VENDOR 32,Compressor rental for sprinkler blowout   RENTAL HQ CITY,,218.9,USD,PR-935102-62-17-01-7028-000000,11/28/2016,MCNOV16,134,,,     57453,1,91610.62,USD,11/28/2016,                9600,MASTER CARD,HQ-SPRINKLER SYSTEM,Repairs and Tests,11/28/2016 9:41,8376,11/28/2016
12685,VENDOR 209,4688,VENDOR 209,,ADDITIONAL LABOR,725.36,USD,PR-935102-62-17-01-7028-000000,7/31/2016,24462-COMPANY-09,3,A160338,3,     57453,1,2030.4,USD,8/1/2016,                1000,SERVICES,HQ-SPRINKLER SYSTEM,Repairs and Tests,8/12/2016 2:45,47478,8/12/2016
12685,VENDOR 209,4689,VENDOR 209,,IRRIGATION REPAIRS,1079.02,USD,PR-935102-62-17-01-7028-000000,7/31/2016,24462-COMPANY-09,1,A160338,1,     57453,1,2030.4,USD,8/1/2016,                1000,SERVICES,HQ-SPRINKLER SYSTEM,Repairs and Tests,8/12/2016 2:45,47478,8/12/2016
12685,VENDOR 209,4690,VENDOR 209,,IRRIGATION REPAIRS,1170.98,USD,PR-935102-62-17-01-7028-000000,6/30/2016,24462-COMPANY-06,1,A160338,1,     76159,1,1170.98,USD,7/5/2016,                1000,SERVICES,HQ-SPRINKLER SYSTEM,Repairs and Tests,7/22/2016 3:33,47197,7/22/2016
12685,VENDOR 209,4691,VENDOR 209,,REPLACE HYDROMETER IN WELL BID DATED 3/28/16,3460,USD,PR-935102-62-17-01-7028-000000,6/30/2016,24462-COMPANY-08,1,             1600666,1,     80940,1,3460,USD,7/5/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/22/2016 3:33,47197,7/22/2016
2713,VENDOR 88,4692,VENDOR 88,,IRRIGATION SYSTEM PUMP REBUILD PER MATT C EMAIL,1036,USD,PR-935102-62-17-01-7028-000000,7/5/2016,               79318,1,             1601028,1,     80940,1,1158.68,USD,7/5/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/22/2016 3:33,47118,7/22/2016
1266,VENDOR 51,4693,VENDOR 51,,TRASH HAULING TO LANDFILL,72,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00598032,1,A150117,1,     74913,1,73.92,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4694,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00598034,1,A150117,1,     74913,1,36.96,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4695,VENDOR 51,,TRASH HAULING TO LANDFILL,72,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00598386,1,A150117,1,     74913,1,73.92,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4696,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00598388,1,A150117,1,     74913,1,36.96,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4697,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00599012,1,A150117,1,     74913,1,36.96,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4698,VENDOR 51,,TRASH HAULING TO LANDFILL,34.92,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00601647,1,A150117,1,     74913,1,36.2,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4699,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/29/2015,05-00595784,1,A150117,1,     74913,1,36.96,USD,4/29/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,5/1/2015 3:03,40329,5/1/2015
10598,VENDOR 135,4700,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),47.27,USD,PR-935102-62-17-01-7029-000000,4/30/2015,              469196,1,A150029,1,     74913,1,47.27,USD,5/1/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,5/15/2015 4:48,40518,5/15/2015
10598,VENDOR 135,4701,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),344.41,USD,PR-935102-62-17-01-7029-000000,5/13/2015,2015-2239*,1,A150029,1,     74913,1,413.41,USD,5/13/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,5/15/2015 4:48,40518,5/15/2015
1266,VENDOR 51,4702,VENDOR 51,,TRASH HAULING TO LANDFILL,16.38,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00589336,1,A150117,1,     74913,1,17.34,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4703,VENDOR 51,,TRASH HAULING TO LANDFILL,72,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595498-1,1,A150117,1,     74913,1,73.92,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4704,VENDOR 51,,TRASH HAULING TO LANDFILL,32.76,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595343-1,1,A150117,1,     74913,1,34.68,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4705,VENDOR 51,,TRASH HAULING TO LANDFILL,60,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595687,1,A150117,1,     74913,1,61.6,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4706,VENDOR 51,,TRASH HAULING TO LANDFILL,84,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595783,1,A150117,1,     74913,1,86.24,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4707,VENDOR 51,,TRASH HAULING TO LANDFILL,77.46,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595965,1,A150117,1,     74913,1,79.7,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4708,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00595967,1,A150117,1,     74913,1,36.96,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4709,VENDOR 51,,TRASH HAULING TO LANDFILL,84,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00596039,1,A150117,1,     74913,1,86.24,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4710,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/7/2015,05-00596041,1,A150117,1,     74913,1,36.96,USD,4/7/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/10/2015 2:52,40027,4/10/2015
1266,VENDOR 51,4711,VENDOR 51,,TRASH HAULING TO LANDFILL,72,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00597834,1,A150117,1,     74913,1,73.92,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4712,VENDOR 51,,TRASH HAULING TO LANDFILL,24,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00597836,1,A150117,1,     74913,1,24.64,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4713,VENDOR 51,,TRASH HAULING TO LANDFILL,72,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00597945,1,A150117,1,     74913,1,73.92,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
1266,VENDOR 51,4714,VENDOR 51,,TRASH HAULING TO LANDFILL,36,USD,PR-935102-62-17-01-7029-000000,4/17/2015,05-00597948,1,A150117,1,     74913,1,36.96,USD,4/17/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,4/24/2015 3:14,40231,4/24/2015
10598,VENDOR 135,4715,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),49.5,USD,PR-935102-62-17-01-7029-000000,9/21/2015,              500725,1,A150029,1,     62937,1,49.5,USD,9/21/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,9/25/2015 3:46,42431,9/25/2015
10598,VENDOR 135,4716,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),25,USD,PR-935102-62-17-01-7029-000000,6/7/2017,2017-5421,1,A170030,1,     61679,1,25,USD,6/7/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/16/2017 3:46,51925,6/16/2017
10598,VENDOR 135,4717,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),52.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-3947,1,A170030,1,     61679,1,52.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4718,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),52.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-3925,1,A170030,1,     61679,1,52.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4719,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),180,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-3975,1,A170030,1,     61679,1,180,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4720,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),67.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-3965,1,A170030,1,     61679,1,67.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4721,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),97.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-4087,1,A170030,1,     61679,1,97.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4722,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),67.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-3989,1,A170030,1,     61679,1,67.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4723,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),52.5,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-4146,1,A170030,1,     61679,1,52.5,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4724,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),75,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-4117,1,A170030,1,     61679,1,75,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
10598,VENDOR 135,4725,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),30,USD,PR-935102-62-17-01-7029-000000,5/25/2017,2017-4543,1,A170030,1,     61679,1,30,USD,5/25/2017,                1000,SERVICES,HQ-TREES,Trimming and Spraying,6/2/2017 4:28,51725,6/2/2017
2160,VENDOR 83,4726,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,6/9/2016,            47861431,1,             1601868,2,,,759,USD,6/9/2016,                1000,SERVICES,,,6/17/2016 4:31,46674,6/17/2016
2160,VENDOR 83,4727,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,8/31/2016,            52898634,1,             1601868,2,,,759,USD,9/1/2016,                1000,SERVICES,,,9/9/2016 4:57,47847,9/9/2016
2160,VENDOR 83,4728,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,7/19/2016,            50010034,1,             1601868,2,,,759,USD,7/19/2016,                1000,SERVICES,,,7/22/2016 3:33,47190,7/22/2016
2160,VENDOR 83,4729,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,7/18/2016,            50010042,1,             1601868,2,,,759,USD,7/18/2016,                1000,SERVICES,,,7/22/2016 3:33,47190,7/22/2016
2160,VENDOR 83,4730,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,10/19/2016,            55537198,1,             1601868,2,,,759,USD,10/19/2016,                1000,SERVICES,,,10/21/2016 2:23,48409,10/21/2016
2160,VENDOR 83,4731,VENDOR 83,,2017 HQ LAWN MAINTENANCE,781.77,USD,PR-935102-62-17-01-7029-000000,7/13/2017,            68204708,1,             1601868,6,,,781.77,USD,7/13/2017,                1000,SERVICES,,,7/14/2017 3:42,52382,7/14/2017
2160,VENDOR 83,4732,VENDOR 83,,2017 HQ LAWN MAINTENANCE,881.77,USD,PR-935102-62-17-01-7029-000000,7/13/2017,            68204719,1,             1601868,6,,,881.77,USD,7/13/2017,                1000,SERVICES,,,7/14/2017 3:42,52382,7/14/2017
2160,VENDOR 83,4733,VENDOR 83,,2017 HQ LAWN MAINTENANCE,252.35,USD,PR-935102-62-17-01-7029-000000,6/28/2017,            67111449,1,             1601868,6,,,252.35,USD,6/28/2017,                1000,SERVICES,,,6/30/2017 2:20,52164,6/30/2017
2160,VENDOR 83,4734,VENDOR 83,,2017 HQ LAWN MAINTENANCE,781.77,USD,PR-935102-62-17-01-7029-000000,4/18/2017,            61386193,1,             1601868,6,,,781.77,USD,4/18/2017,                1000,SERVICES,,,4/21/2017 2:29,51115,4/21/2017
2160,VENDOR 83,4735,VENDOR 83,,2017 HQ LAWN MAINTENANCE,881.77,USD,PR-935102-62-17-01-7029-000000,5/24/2017,            64334729,1,             1601868,6,,,881.77,USD,5/24/2017,                1000,SERVICES,,,5/26/2017 3:52,51664,5/26/2017
2160,VENDOR 83,4736,VENDOR 83,,2017 HQ LAWN MAINTENANCE,252.35,USD,PR-935102-62-17-01-7029-000000,5/4/2017,            62713119,1,             1601868,6,,,252.35,USD,5/4/2017,                1000,SERVICES,,,5/5/2017 4:39,51341,5/5/2017
10598,VENDOR 135,4737,VENDOR 135,,ROCK/MULCH SERVICES (YARD WASTE AND MULCH),43.5,USD,PR-935102-62-17-01-7029-000000,5/29/2015,              475415,1,A150029,1,,,43.5,USD,5/29/2015,                1000,SERVICES,,,6/19/2015 3:10,41015,6/19/2015
2160,VENDOR 83,4738,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,759,USD,PR-935102-62-17-01-7029-000000,9/9/2015,            38100597,1,A150177,1,,,759,USD,9/9/2015,                1000,SERVICES,,,9/11/2015 4:28,42249,9/11/2015
2160,VENDOR 83,4739,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,759,USD,PR-935102-62-17-01-7029-000000,9/9/2015,            38100730,1,A150177,1,,,759,USD,9/9/2015,                1000,SERVICES,,,9/11/2015 4:28,42249,9/11/2015
2160,VENDOR 83,4740,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,759,USD,PR-935102-62-17-01-7029-000000,7/29/2015,            36127072,1,A150177,1,,,759,USD,7/29/2015,                1000,SERVICES,,,7/31/2015 3:51,41648,7/31/2015
817,VENDOR 32,4741,VENDOR 32,compressor for sprinkler blowout   RENTAL INC HQ CITY,,148.5,USD,PR-935102-62-17-01-7029-000000,11/25/2015,MCNOV15,203,,,,,82396.09,USD,11/25/2015,                9600,MASTER CARD,,,11/30/2015 0:55,7866,11/30/2015
2160,VENDOR 83,4742,VENDOR 83,,LAWN FERTILIZING/SPRAYING-HQ,405,USD,PR-935102-62-17-01-7029-000000,10/12/2015,            39633957,1,A150177,1,,,759,USD,10/12/2015,                1000,SERVICES,,,10/16/2015 4:24,42867,10/16/2015
2160,VENDOR 83,4743,VENDOR 83,,ADDITIONAL SERVICE LINE 1 LAWN FERTILIZING/SPRAYING-HQ,354,USD,PR-935102-62-17-01-7029-000000,10/12/2015,            39633957,2,A150177,7,,,759,USD,10/12/2015,                1000,SERVICES,,,10/16/2015 4:24,42867,10/16/2015
2160,VENDOR 83,4744,VENDOR 83,,HQ CAMPUS LANDSCAPE CARE,759,USD,PR-935102-62-17-01-7029-000000,3/17/2016,            43452814,1,             1601868,2,,,759,USD,3/17/2016,                1000,SERVICES,,,3/18/2016 7:10,45375,3/18/2016
157,VENDOR 5,4745,VENDOR 5,,POND TREATMENTS - LABOR,1185.38,USD,PR-935102-62-17-01-7030-000000,12/31/2015,04-4927,1,A150145,1,,,1185.38,USD,1/6/2016,                1000,SERVICES,,,1/8/2016 1:18,44204,1/8/2016
157,VENDOR 5,4746,VENDOR 5,,POND TREATMENTS - LABOR,581.25,USD,PR-935102-62-17-01-7030-000000,10/14/2015,04-4771,1,A150145,1,,,1185.38,USD,10/14/2015,                1000,SERVICES,,,10/16/2015 4:24,42781,10/16/2015
157,VENDOR 5,4747,VENDOR 5,,POND TREATMENTS - LABOR,581.25,USD,PR-935102-62-17-01-7030-000000,6/30/2015,04-4711,1,A150145,1,,,1185.38,USD,7/1/2015,                1000,SERVICES,,,7/17/2015 2:29,41375,7/17/2015
157,VENDOR 5,4748,VENDOR 5,,POND TREATMENTS - LABOR,581.25,USD,PR-935102-62-17-01-7030-000000,6/19/2015,04-4653,1,A150145,1,,,1185.38,USD,6/19/2015,                1000,SERVICES,,,6/26/2015 5:16,41078,6/26/2015
157,VENDOR 5,4749,VENDOR 5,,POND TREATMENTS,2981.62,USD,PR-935102-62-17-01-7030-000000,12/31/2016,04-5253,1,A160151,1,,,2981.62,USD,1/12/2017,                1000,SERVICES,,,1/20/2017 1:02,49608,1/20/2017
157,VENDOR 5,4750,VENDOR 5,,POND TREATMENTS,1903.38,USD,PR-935102-62-17-01-7030-000000,12/31/2016,04-5088,1,A160151,1,,,2981.63,USD,1/12/2017,                1000,SERVICES,,,1/20/2017 1:02,49608,1/20/2017
157,VENDOR 5,4751,VENDOR 5,,"LINE 1 - POND TREATMENTS INV# 04-5088, 04-5253",1078.25,USD,PR-935102-62-17-01-7030-000000,12/31/2016,04-5088,2,A160151,2,,,2981.63,USD,1/12/2017,                1000,SERVICES,,,1/20/2017 1:02,49608,1/20/2017
5936,VENDOR 100,4752,VENDOR 100,,2015/2016 HQ ELECTRICAL LABOR,382.01,USD,PR-935102-62-17-01-7030-000000,4/14/2015,               22540,1,             1300248,69,     74667,1,491.42,USD,4/14/2015,                1000,SERVICES,HQ-POND,Chemicals and Repairs,4/24/2015 3:14,40225,4/24/2015
11133,VENDOR 151,4753,VENDOR 151,,STREET SWEEPING OF HQ CAMPUS PARKING LOTS $85/HR ESTIMATED 5-8 HOURS PO NOT TO EXCEED,425,USD,PR-935102-62-17-01-7031-000000,5/12/2015,                3686,1,             1500617,1,     75051,1,460,USD,5/12/2015,                1000,SERVICES,HQ-GROUNDS,HQ-GROUNDS AND POND,5/15/2015 4:48,40526,5/15/2015
11133,VENDOR 151,4754,VENDOR 151,,TRAVEL CHARGE,35,USD,PR-935102-62-17-01-7031-000000,5/12/2015,                3686,2,             1500617,2,     75051,1,460,USD,5/12/2015,                1110,FREIGHT CHARGES,HQ-GROUNDS,HQ-GROUNDS AND POND,5/15/2015 4:48,40526,5/15/2015
5993,VENDOR 101,4755,VENDOR 101,,HQ CAMPUS PAVEMENT STRIPING INCLUDES ALL STRIPPING EXCEPT EV TEMPLATES PER QUOTE BY KAREN WILLIAMS DATED 10/6/15,1325,USD,PR-935102-62-17-01-7031-000000,10/31/2015,               10184,1,             1501831,1,     75857,1,1325,USD,11/3/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43447,11/20/2015
523,VENDOR 18,4756,VENDOR 18,,MOBILIZATION-1 EA PER QUOTE DATED 5/13/15 BY PAUL HUNG,910,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,1,             1500874,1,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
523,VENDOR 18,4757,VENDOR 18,,ASPHALT PATCHING BY TREE AREA- 10 TON $325/TN,3250,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,2,             1500874,2,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
523,VENDOR 18,4758,VENDOR 18,,ASPHALT PATCHIGN BAD SPOTS IN WEST ENTRANCE- 10 TN $325/TN,3250,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,3,             1500874,3,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
523,VENDOR 18,4759,VENDOR 18,,"CRACK SEAL LOTS APPROX 10,000 LF OF CRACKS $0.89.LF",8900,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,4,             1500874,4,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
523,VENDOR 18,4760,VENDOR 18,,"PATCH CONCRETE CURB AND GUTTER, APPROX 12 LF $167.00/LF",2004,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,5,             1500874,5,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
523,VENDOR 18,4761,VENDOR 18,,ADDT COSTS FOR PATCHING AND SEALING ON ASPHALT INV 015337,4586,USD,PR-935102-62-17-01-7031-000000,11/16/2015,              015337,6,             1500874,6,     75857,1,22900,USD,11/10/2015,                1000,SERVICES,HQ-ASPHALT/PARKING,Repairs and Replacements,11/20/2015 2:12,43426,11/20/2015
5993,VENDOR 101,4762,VENDOR 101,,"12 VISTOR STENCILS 3 HANDICAP - SYMBOL, OUTLINE, BLUE BACKGROUND 875 FT - RESTRIPE - WHITE WORK TO BE COMPLETED 4/30/2017 PER PROPOSAL #10409  DATED 4/17/17",341,USD,PR-935102-62-17-01-7031-000000,5/17/2017,               10409,1,             1700863,1,,,341,USD,5/17/2017,                1000,SERVICES,,,5/26/2017 3:52,51615,5/26/2017
5993,VENDOR 101,4763,VENDOR 101,,SERVICES-CHG ORD FOR VISITOR PARKING STENCILS,150,USD,PR-935102-62-17-01-7031-000000,5/31/2017,               10439,1,             1700863,2,,,150,USD,6/2/2017,                1000,SERVICES,,,6/16/2017 3:46,51916,6/16/2017
9340,VENDOR 114,4764,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",166.5,USD,PR-935102-62-17-01-7032-000000,6/20/2017,             1538167,1,A170282,1,,,166.5,USD,6/20/2017,                1000,SERVICES,,,6/30/2017 2:20,52160,6/30/2017
9340,VENDOR 114,4765,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",424.5,USD,PR-935102-62-17-01-7032-000000,7/13/2017,             1538165,1,A170282,1,,,424.5,USD,7/13/2017,                1000,SERVICES,,,7/21/2017 4:09,52490,7/21/2017
9340,VENDOR 114,4766,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",236,USD,PR-935102-62-17-01-7032-000000,6/30/2017,             1538166,1,A170282,1,,,236,USD,7/6/2017,                1000,SERVICES,,,7/21/2017 4:09,52490,7/21/2017
9340,VENDOR 114,4767,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",552,USD,PR-935102-62-17-01-7032-000000,6/30/2017,             1538169,1,A170282,1,,,552,USD,7/6/2017,                1000,SERVICES,,,7/21/2017 4:09,52490,7/21/2017
9340,VENDOR 114,4768,VENDOR 114,,"TREE CARE, PESTICIDE CONTROL, TRIMMING  (935102-62-17-01-7032)",151,USD,PR-935102-62-17-01-7032-000000,5/13/2015,             1126637,1,A150301,2,,,151,USD,5/13/2015,                1000,SERVICES,,,5/15/2015 4:48,40548,5/15/2015
